model_key,steering_condition,liwc_MAE_LIWC,liwc_rho_LIWC,liwc_beta_LIWC,liwc_n_profiles,emb_rho_O,emb_rho_N,emb_n_profiles,bfi_rho_O,bfi_rho_N,bfi_standardized_mae_O,bfi_standardized_mae_N,bfi_MAE_BFI,bfi_slope_O,bfi_slope_N,bfi_n_profiles,boot_id
gpt-4o-mini,lex_fewshot,1.644025805699254,0.6102029387056858,1.1336120916966286,48,-0.18930963968157682,0.05068037097170262,48,-0.20857696239364684,0.08492028221665805,1.3041284380355394,0.9003454719890156,1.1022369550122775,-0.029257212922509056,0.0751584549558531,48,255
deepseek-v3,persona_liwc,2.442262091177364,0.5947354263160154,1.8955855590583643,52,0.23282147608710355,-0.17479876199581398,52,0.7564947330080267,0.8625683597839131,0.6301182973659728,0.3940106484862061,0.5120644729260895,0.41783557739181687,0.7259189021173094,52,18
gpt-4o-mini,liwc_only,1.8363306797042314,0.6005232784128598,1.0781613180657725,50,0.07556970295540827,0.10951468486508711,50,-0.18280218004463664,0.16022020135069018,1.400969171412337,0.808181045555407,1.104575108483872,-0.03134482282883733,0.09925459993280189,50,387
deepseek-v3,persona_only,1.3176077121470455,-0.06768827867093583,-0.05875694401801986,49,0.46786273097517084,-0.07434073161386136,49,0.8278440553769932,0.8907447703893235,0.614981296508313,0.4011855628221221,0.5080834296652176,0.5220700669392772,0.854476917213772,49,729
qwen3-32b,persona_liwc,1.95591318783615,0.4494332994714191,1.2800970157535467,52,0.31879048684409783,0.3090032010852755,52,0.7801059877141905,0.720861225830033,0.7335847696517085,0.5556370441874418,0.6446109069195751,0.37196481281144617,0.47277132124563664,52,955
qwen3-32b,persona_only,1.1333388033539051,0.09707510665666834,0.10752689232137928,50,0.021821687564217308,0.33684171180214073,50,0.8641774562176309,0.7710747918556642,0.8906042797717735,0.4314699747740589,0.6610371272729162,0.381247683040173,0.5443356349437942,50,1254
qwen3-32b,liwc_only,2.0346482497268408,0.5152390791605097,1.2745197050414276,50,-0.001970396659136506,-0.013883552412187796,50,-0.06430512470897276,0.09682612279849663,0.9810435938250265,0.9411961726089142,0.9611198832169703,-0.008785127021033012,0.03838572975349439,50,1794
gpt-4o-mini,liwc_only,1.80681700234361,0.5844855353809801,1.1661958985179584,52,0.16767089240746166,0.1943323573339557,52,-0.04014208692439181,0.30449553437887267,1.3506525144121266,0.7750245811155392,1.062838547763833,-0.013143897666018804,0.19025685844929083,52,324
deepseek-v3,persona_liwc,2.7095660275524853,0.6392698873091667,1.9958633044640097,52,0.3823335419258931,-0.018618555726354687,52,0.8481721414000829,0.8182633699053019,0.5562448866732447,0.411678146802135,0.48396151673768983,0.4324982627190046,0.7014995395201442,52,1516
deepseek-v3,liwc_only,2.6563824900309374,0.6980423215516796,2.239706364807132,52,0.08991885910524534,-0.2052378170062236,52,-0.15285998752144844,-0.022601531600061772,0.8015558482825277,0.8949549814732458,0.8482554148778867,-0.05905671866146171,3.8605351442633425e-05,52,869
qwen3-32b,liwc_only,2.041426744639748,0.5426379629414019,1.395599325245419,49,-0.036967077474905345,-0.10032678964528635,49,-0.06773468249428499,-0.0654410920065142,1.008696182269945,0.9328276545263948,0.9707619183981699,-0.0038567657267163167,-0.0008571346512761537,49,1161
qwen3-32b,persona_only,1.1423020082803785,0.04961604084287952,0.060542047293398814,49,0.16376873640173062,0.3651122460888475,49,0.8616171280170553,0.8145235685805365,0.8845668300878892,0.4715688445887421,0.6780678373383157,0.4248352188846008,0.5297130828827639,49,1827
qwen3-32b,persona_liwc,1.690321685479696,0.4488031134973664,1.1925500549883543,44,0.29963341654296877,0.32292184712837474,44,0.7161194771177084,0.6087799960125808,0.7892869306408393,0.6116066176990059,0.7004467741699226,0.286690879169384,0.38796710015515806,44,870
qwen3-32b,persona_liwc,1.9071604138301763,0.4407547958377873,1.28488100284575,46,0.3499074811735835,0.25711295084322694,46,0.8112619561863622,0.5706569245053176,0.8054417005609853,0.619574109114593,0.7125079048377891,0.32105156742530144,0.3875719247446833,46,489
gpt-4o-mini,persona_liwc,1.292411926075678,0.46826869394004544,0.6924190067775831,53,0.270979319201722,0.38288696051103976,53,0.7362345932322436,0.6811211377962002,1.4139631772007024,0.5112348440376183,0.9625990106191604,0.25590189436359273,0.5257862746737351,53,1769
qwen3-32b,lex_fewshot,2.379983642263157,0.5325293804536813,1.6262721217171388,49,0.008272272959410637,-0.19275453457041375,49,0.0674459337518916,0.05998928101053467,0.9476066442659011,0.8649239283041777,0.9062652862850394,0.019135242450849483,0.032534984792309915,49,23
deepseek-v3,liwc_only,2.9471247454808465,0.7249166049259228,3.000191370899596,46,0.25947985082436703,-0.11834759286718281,46,-0.011484671673529125,0.15607258537220328,0.8171324495358675,0.8232903028044133,0.8202113761701404,-0.007984371502231143,0.11653968453851803,46,1558
gpt-4o-mini,persona_only,1.1406964229579268,0.01822566614205032,0.027247511545966663,49,0.4571473769560037,-0.052525464944121525,49,0.8153626291553181,0.855932000699045,1.3296674396825217,0.4468927612593429,0.8882801004709323,0.2715858032017732,0.5370832418223528,49,712
qwen3-32b,lex_fewshot,2.293086380452629,0.5326745505477977,1.9118903225116282,54,0.10678319386265289,0.043861330109046734,54,-0.2101535055755461,0.2166374307464204,0.9092125519900375,0.8686289686438207,0.8889207603169291,-0.04023610026885092,0.11427223628662758,54,1686
deepseek-v3,persona_liwc,2.648616417709945,0.6222143273608448,1.8647067139774125,52,0.20768907029439565,0.039546458247770276,52,0.8440157868909691,0.8116137386524425,0.5378407110721016,0.44051685932071327,0.48917878519640745,0.45746601963742367,0.7355211199070831,52,1245
qwen3-32b,persona_liwc,1.827678265224688,0.43161204222053484,1.458007734140791,50,0.31183325508378373,0.18223313777729544,50,0.8420636632070739,0.6823642865622387,0.9157696766236294,0.6184907799878958,0.7671302283057626,0.3672603044349501,0.42517257653137636,50,106
deepseek-v3,lex_fewshot,3.0547575291418405,0.6500438450855284,2.4069510998352985,52,-0.08552999784480843,-0.24741082229875136,52,-0.11865820048780341,0.26143233456158943,0.9433574133543245,0.8165494767820641,0.8799534450681943,-0.03290983613270938,0.16074458745510176,52,417
qwen3-32b,persona_liwc,2.023047379071917,0.4618814473319283,1.2447352072460558,50,0.342038957633045,0.19269123631757662,50,0.8084928358613883,0.6518564013726355,0.7988055464924915,0.5145443679642142,0.6566749572283528,0.33699450062663694,0.4588103696828568,50,830
qwen3-32b,lex_fewshot,2.293683890894002,0.5313832116914774,1.663127540149202,52,0.021529266028049242,-0.14619563068178543,52,-0.036605446797554994,0.09946157681943013,0.874892330560105,0.8999035420394105,0.8873979362997577,0.0019088878690404416,0.05691091844404286,52,869
gpt-4o-mini,persona_liwc,1.2495085773579502,0.48027044327708523,0.738324967880843,50,0.38476703892705244,0.18875812891753752,50,0.7365992326047311,0.6849502951531476,1.3003038256931267,0.5360225890503232,0.918163207371725,0.2561620500095286,0.524807636976834,50,226
deepseek-v3,liwc_only,2.7369955275388316,0.6982869620370348,2.245193266588988,53,0.10425628984241389,-0.36960998990818833,53,-0.1712670704020697,0.10454867131934031,0.8903333794179633,0.8995338094213409,0.8949335944196521,-0.05102200632898548,0.057556615561842016,53,1204
deepseek-v3,liwc_only,2.726058909734016,0.6865071897786333,2.2377733443938044,51,0.15037018477049086,-0.21083372031419684,51,-0.2603574438516523,0.055013474450880215,0.9332508729438114,0.8646583660465831,0.8989546194951972,-0.06951236974514924,0.038243052590084044,51,240
gpt-4o-mini,persona_only,1.1274665287507024,0.008034828144706534,0.0060069653951544885,49,0.20232940356660473,0.02771964294304137,49,0.809943825332213,0.879580230070654,1.3444018739146881,0.41117809634443514,0.8777899851295616,0.2778094584905629,0.5419822079840726,49,1356
qwen3-32b,liwc_only,2.0332042410685514,0.47711404908178207,1.2900944420820495,48,0.10659282790066649,-0.06898614269460057,48,-0.1278579790514665,-0.04892560085483083,1.0644554715024797,0.9857764280828066,1.0251159497926432,-0.019364753097869798,-0.03488526797223469,48,1608
deepseek-v3,persona_liwc,2.529813856657286,0.6037200698718029,1.7555012823881735,50,0.24584340841148997,0.00614941219176503,50,0.7451273338067574,0.8430119705292145,0.6112536575453147,0.39794774543822814,0.5046007014917714,0.41705413806945113,0.7377700223853938,50,226
deepseek-v3,lex_fewshot,2.8600782689662583,0.5973553638768881,2.1042738000747407,53,0.14544287663509312,-0.09349602699875965,53,-0.034525230184766956,0.06392077263749026,0.8794301642844553,0.9246833403102609,0.9020567522973582,-0.0012990866370248785,0.06030555989936787,53,763
qwen3-32b,persona_liwc,1.9337501055349506,0.4574209019920112,1.255828680956455,51,0.2299491030377267,0.2911527273433611,51,0.8154975166331987,0.7042696795931463,0.8104827772356038,0.5814915681451897,0.6959871726903968,0.36380849787807695,0.41068003335789727,51,1922
gpt-4o-mini,persona_only,1.0906144271563243,0.03918692525808536,0.029930532618214614,47,0.052983201908394936,-0.1009025931688396,47,0.8221714437848475,0.8265714122648211,1.4306651339938283,0.46299138493351194,0.9468282594636701,0.33391892416525004,0.5199818932433473,47,1213
gpt-4o-mini,persona_only,1.1035320940152336,0.05263086308823549,0.04786215054504948,47,0.17869860491418124,-0.1198762161826104,47,0.8297386136279138,0.8582880322340526,1.3329719296402565,0.48672455628936995,0.9098482429648131,0.2539945743123358,0.47219394430985817,47,918
deepseek-v3,lex_fewshot,3.0574157253158156,0.6464703420223616,2.3312087996208897,54,-0.00526346005025443,-0.13993747487611977,54,-0.15879164928935,0.10316552317718358,0.8877454691168194,0.8287590651042376,0.8582522671105285,-0.048939535183001294,0.055006432713832334,54,1936
qwen3-32b,persona_liwc,1.8227925645543195,0.4416482508552916,1.1771854738893381,54,0.25368616311277764,0.16804289822044347,54,0.8438938196708391,0.6719757768369153,0.8531195568894826,0.6345163995878759,0.7438179782386792,0.34978630600306776,0.38748374438619443,54,960
deepseek-v3,persona_only,1.2799825370963993,-0.054292211997487246,-0.04425651591467764,46,0.2941306201896158,-0.314733775929134,46,0.8885189244248228,0.8682147202556705,0.5779005659124107,0.36082475717612444,0.46936266154426753,0.5695977613774433,0.9027906279159895,46,1955
qwen3-32b,lex_fewshot,2.432010543280574,0.5509996932999187,1.6683254999439467,53,-0.006938982878736165,-0.1454963694858491,53,-0.11738807818951996,0.23563706544902652,0.9550506428071728,0.8323587230828347,0.8937046829450037,-0.020201187043351082,0.08638797066484925,53,447
qwen3-32b,persona_liwc,1.7726455397093472,0.39194365895527167,1.5245753845235186,49,0.1467412518257126,0.1848590039832444,49,0.7691050516500831,0.73106408188577,0.8910575212535675,0.5738516644241917,0.7324545928388796,0.3730858818796592,0.4159608037653599,49,1637
qwen3-32b,persona_liwc,1.9304271528972123,0.4770065303202023,1.4872432661045278,50,0.38204846708950824,0.23842811928023736,50,0.8032681361066444,0.7251802152225584,0.8222610025954215,0.5383371101175451,0.6802990563564832,0.3757593855674479,0.4619135170024827,50,1201
gpt-4o-mini,lex_fewshot,1.726651756066102,0.5990803153564273,1.1780963461462397,56,0.02325422778291134,0.17780515426760124,56,0.009686971023381874,0.19139983590838144,1.3719904192601853,0.8755690226185148,1.12377972093935,-0.001143753809676883,0.11220767227281607,56,1432
qwen3-32b,liwc_only,1.9616972803316979,0.5282645944014598,1.4906664057758419,53,0.0028645788778817512,-0.12718070309510301,53,0.034170085015546046,0.1840040451100457,0.8941296322304917,0.8509548821997718,0.8725422572151318,0.015576489364409222,0.08404595809168479,53,127
gpt-4o-mini,persona_liwc,1.2387954423203804,0.4558895083538546,0.7101787452874866,49,0.0875003341437758,0.25525295849470153,49,0.67998059295004,0.612799507888088,1.2996638448611935,0.5804003312185235,0.9400320880398585,0.2048648835216264,0.43138255896403976,49,1208
qwen3-32b,lex_fewshot,2.3863517864576194,0.5458483659042619,1.5870642138446098,49,0.4502951595888268,-0.21811503580898892,49,-0.2651892749377393,0.04852261676611617,0.9709965978722968,0.9113408003721958,0.9411686991222463,-0.046104533820837776,-0.002076687083481509,49,545
deepseek-v3,persona_liwc,2.7390535700606695,0.6318496430459591,1.9012762229750038,52,0.2902606401995924,-0.06801386442004746,52,0.8019997313870207,0.7783144320573026,0.5770930811610786,0.44228660843502665,0.5096898447980527,0.4398112701891636,0.6787504618327886,52,1239
gpt-4o-mini,persona_liwc,1.2183034442911844,0.47635936768613996,0.7624278192778822,48,0.34665511524515114,-0.040455055760591864,48,0.7174592096612967,0.6064375935959877,1.3387776443686146,0.5617996296147988,0.9502886369917067,0.25411405999606684,0.45650442469700153,48,1152
gpt-4o-mini,persona_only,1.0925471017741162,0.07478392684687316,0.04386510732421497,48,0.26997378555757284,-0.011622541302927674,48,0.8717420236624804,0.8467117972325282,1.437761448348959,0.44459334343243184,0.9411773958906954,0.3308754753962532,0.5209713576022242,48,634
qwen3-32b,liwc_only,1.8519883100897048,0.4831465154948041,1.6594623141908933,48,0.16789336688349962,-0.1989682561819022,48,-0.026714134393209785,-0.09023005759933306,0.8956271280824342,0.9591920786548593,0.9274096033686468,-0.001479200922664478,-0.011737028932601782,48,1612
gpt-4o-mini,liwc_only,1.8683014858637597,0.5976286525226128,1.375860173860247,54,0.1799901817172638,-0.005186386326698909,54,-0.22526875458517404,-0.06116960474051143,1.4247255206184966,0.9262467985274607,1.1754861595729786,-0.0353389283751881,-0.01447439368833388,54,887
gpt-4o-mini,liwc_only,1.9202213920979745,0.5938005221180298,1.118274697711728,58,0.20191453239471158,0.13196283796635716,58,-0.24479832579766508,0.07049299059090659,1.3695710093533011,0.8801372234876889,1.124854116420495,-0.04083777687551958,0.05200110835924857,58,1582
qwen3-32b,persona_only,1.193609722875422,0.08291034020623224,0.07654938859777288,50,0.06019408710197685,0.3296418693290597,50,0.8722120836696524,0.8151076753682306,0.8698610921960929,0.40870506025160697,0.6392830762238499,0.39197468000546287,0.5804982520239266,50,1659
deepseek-v3,liwc_only,2.636995102701133,0.6800284391873094,2.3915318387358004,54,0.1592981581278221,-0.1431350348641413,54,-0.0654136082516196,0.1513360052527895,0.7843460774858264,0.8689105113900057,0.8266282944379161,-0.01461926081235756,0.10329942365746488,54,1780
gpt-4o-mini,persona_only,1.119450334755145,0.06261922602842684,0.024102122347775947,55,0.3013828080140493,-0.17977694564920252,55,0.8231661503272768,0.8281061462705114,1.3643909896639792,0.4570475785663326,0.9107192841151559,0.28453268443721796,0.516475840307575,55,371
gpt-4o-mini,persona_liwc,1.2624198555514339,0.46684014530324086,0.6964853016459434,57,0.2913708112169739,0.2875580060115173,57,0.718387100037199,0.6962973981159319,1.3493113044223461,0.5164613968402582,0.9328863506313021,0.25602455047849326,0.5135091776593459,57,1353
deepseek-v3,persona_only,1.267686070009295,-0.03184881106764821,-0.03719954541647624,53,0.27098136647614424,-0.11922721296086972,53,0.8469254812381812,0.8987612483610787,0.6280463165453617,0.372520441743708,0.5002833791445349,0.5461042965885324,0.85049640086081,53,250
deepseek-v3,liwc_only,2.847653531847675,0.6961556492516262,2.0952177814095494,50,0.06397195784779842,-0.31016097742214876,50,-0.2178408432421425,0.20833134676930679,0.9669799084800073,0.7821125893161583,0.8745462488980829,-0.04928086835208962,0.15661860349754295,50,775
gpt-4o-mini,persona_only,1.0901562272723297,0.04475739664084883,0.02480793118755975,50,0.33504687988569776,-0.11582994370582413,50,0.7746346865322747,0.8425049301188463,1.3203840986432172,0.45116889977916114,0.8857764992111892,0.27162708839744826,0.5165683600148345,50,1651
deepseek-v3,lex_fewshot,2.89040968046416,0.6376859280606726,2.072510110096402,47,-0.14844616247576903,-0.11904556753520143,47,-0.22355736013454997,0.13416645650171538,0.8412411839198791,0.8577310156155936,0.8494860997677364,-0.057007232489800774,0.09312632985796589,47,769
qwen3-32b,persona_liwc,1.9849119080114015,0.4511247549760232,1.5443177750464125,48,0.4003477010990052,0.12581793851985412,48,0.8317851928528889,0.6627379824815035,0.8513277746984095,0.5934832810816881,0.7224055278900487,0.37217753191042957,0.42573525999715894,48,1579
qwen3-32b,persona_only,1.1728891565677344,0.08422015246854618,0.07220138620960953,53,-0.1142822761506953,0.3276996134469193,53,0.8604951685886457,0.7795040494865354,0.8036076095232508,0.4189528411098185,0.6112802253165347,0.4113756064139245,0.5595476701593891,53,1366
gpt-4o-mini,persona_only,1.0255831950519734,0.017157822962448516,0.021423379556608575,53,0.3148383920164605,-0.08662687981104425,53,0.7954559252735843,0.8544255284815233,1.2762426842346735,0.4424947637862461,0.8593687240104597,0.24103563245860823,0.5249424199939583,53,35
qwen3-32b,persona_only,1.1418257190921628,0.09154240818199431,0.11066391071361074,53,0.14394355181006183,0.3645422122271447,53,0.8205578489161138,0.7893887107821318,0.8869865662152433,0.4611817132636646,0.6740841397394539,0.402142129937342,0.536772148604042,53,1116
gpt-4o-mini,lex_fewshot,1.6891398662165182,0.589927713604197,1.0589878319291866,50,-0.03891986152319754,0.2872171994769554,50,-0.03944583965752032,0.3128723845689847,1.3484564024574361,0.8078719333579375,1.0781641679076868,-0.00707264254529326,0.1751530516938742,50,1625
deepseek-v3,lex_fewshot,2.9753462794583085,0.6396202417150799,3.0589497621822055,48,-0.11882588077944592,-0.16375193571317032,48,-0.14690694692608902,0.23184513398845732,0.792825680231697,0.8270983560351111,0.809962018133404,-0.03484340439315587,0.1363730665611179,48,547
deepseek-v3,persona_liwc,2.4784962011368967,0.629781427201933,1.7419576129006926,48,0.3003856507350156,-0.05594939131924298,48,0.793339519679933,0.8388806565457029,0.5736155639075503,0.4012928233697641,0.48745419363865716,0.43578636252575964,0.7301836848198978,48,1231
deepseek-v3,persona_liwc,2.5581374044386305,0.5970937861108504,1.8431520415926252,51,0.3119440771923942,0.048951696794603566,51,0.7047090901187039,0.8282383911258354,0.596163545223993,0.42191871213813636,0.5090411286810647,0.39898149032593877,0.7181646390003421,51,1701
qwen3-32b,liwc_only,1.9848706923708186,0.5304785838493424,1.4409899496255676,46,-0.0450561804089797,0.03437848286000233,46,-0.1355728161015949,0.12804446893504254,0.8868330501672913,0.9298760508519929,0.9083545505096421,-0.02810608623448413,0.07095145571641003,46,1125
qwen3-32b,liwc_only,1.86257318467471,0.5153644833428408,1.408698046957173,50,0.003654024682954908,-0.06543673441937158,50,-0.2060302788927359,0.04713966813427733,0.9685794590674973,0.9742733531205745,0.9714264060940359,-0.02471393803178123,0.020298928713185276,50,962
qwen3-32b,persona_liwc,1.9726750573716332,0.4388130732111732,1.1961710184807524,49,0.387904440970663,0.13936395070810856,49,0.8138303269753336,0.6619952707819649,0.8678840355353615,0.5626149100112029,0.7152494727732822,0.34355401736068014,0.41724954372561135,49,1356
deepseek-v3,persona_only,1.2897220853075684,-0.10031087677065406,-0.06347454516604328,48,0.3679566230249298,0.019227640445826016,48,0.8232865422235717,0.8819854390153499,0.6427763090523585,0.4219274772706114,0.532351893161485,0.5141827330407548,0.7983044068308921,48,99
deepseek-v3,persona_liwc,2.5791552349889586,0.6275807871548688,1.9134804770900362,55,0.21012742775618193,0.05157262656136541,55,0.7770738898865747,0.7933692138902377,0.5683093304303583,0.4415723822299437,0.504940856330151,0.44503709163059635,0.7417540212258622,55,593
qwen3-32b,lex_fewshot,2.465461640755897,0.5419816475413844,1.6396013994816925,54,0.07745878537003113,-0.185483294770299,54,-0.07115969838587934,0.17239275468983709,0.9156312550389921,0.8351924586863405,0.8754118568626663,0.004415233826618853,0.08219535659206667,54,1073
gpt-4o-mini,persona_liwc,1.2288896027708578,0.4276295566521262,0.7712636371407906,47,0.20828516938521935,0.15417549342972053,47,0.7332870597057961,0.6216286700949882,1.371439333889561,0.5354001337218803,0.9534197338057206,0.26007199123368185,0.47661251071436356,47,776
qwen3-32b,lex_fewshot,2.3201471597950354,0.47855999127737586,1.7778778881126214,52,0.092394458644566,-0.10898299105403322,52,0.010284371263170791,0.08127389640113548,0.9288023522718399,0.9474949043509704,0.9381486283114051,-0.002215331429306419,0.0028743985763164466,52,1845
gpt-4o-mini,liwc_only,1.6916014332961673,0.5648665057361755,1.1147212404210762,52,0.10646846576748623,0.2579763776988928,52,-0.24962579857331663,0.21386147250873538,1.3238612771400748,0.8562392783047731,1.090050277722424,-0.03875612573180002,0.13196939889714357,52,21
gpt-4o-mini,lex_fewshot,1.5177906737822142,0.5853424594760399,1.1643908998425303,50,0.08057271751418643,0.09511914801429704,50,0.08079642944129949,0.1135915797568126,1.294703601714013,0.9492785711224772,1.121991086418245,0.013029850682853873,0.06118999348016362,50,14
deepseek-v3,lex_fewshot,2.8749623405244353,0.6340038506503184,2.827262683943094,45,-0.12047086051144731,-0.12275037837546002,45,-0.06936149184291411,0.07075037249651084,0.7455007997101114,0.8562813655148855,0.8008910826124984,-0.020517206298666723,0.05385342439905343,45,396
qwen3-32b,persona_only,1.1114084252998355,0.06487238819540828,0.10168827221751242,48,-0.06224710399498238,0.30713261125088265,48,0.789809793106522,0.842188311743676,0.8411642458092448,0.40745298158991994,0.6243086136995823,0.3301979988712647,0.5714408988486974,48,1328
deepseek-v3,persona_liwc,2.623607527657845,0.6196240851536929,1.8702786141096674,50,0.16331441343786277,-0.08826428018365899,50,0.7612490907754033,0.7697557501746041,0.6223476176988826,0.43732031421347645,0.5298339659561795,0.4405034626951137,0.7339051660253101,50,1377
qwen3-32b,persona_liwc,1.9391792341018792,0.40848147555919845,1.4285092024088586,47,0.3771042334401698,0.1407041301911721,47,0.8001273295455855,0.5530222447310731,0.8344020893118714,0.5903110270644536,0.7123565581881626,0.3681057159663105,0.43157903154532645,47,1010
qwen3-32b,persona_liwc,1.8519575611030972,0.4672972537816009,1.2053759550554348,51,0.23866140658717125,0.1424755733622793,51,0.8396413658346871,0.6359952367146442,0.82389630083988,0.5736300738224841,0.698763187331182,0.36904052860184416,0.41239437340908636,51,536
gpt-4o-mini,lex_fewshot,1.6670216122142,0.5769833915672989,1.0934858407424672,50,-0.03594426690613653,0.22117052171762744,50,-0.04189140674297326,0.27144266062392547,1.23174990805101,0.9005232609732995,1.0661365845121547,-0.00633436884142798,0.14094546106509956,50,897
deepseek-v3,lex_fewshot,3.159653443050696,0.6236364980549409,2.2628534942761442,50,-0.04872775805694914,-0.3721713009888389,50,-0.09516827319024813,0.1454694089731637,0.8263292852181439,0.8096155903049219,0.8179724377615329,-0.018918422634720388,0.12180584008640033,50,1413
deepseek-v3,persona_only,1.3237570477323586,-0.09729194618388982,-0.08906395049812121,52,0.27323599622993616,-0.14899937488727072,52,0.8011494861069078,0.8970896487071439,0.6458914179718687,0.3854030947331104,0.5156472563524895,0.5516624373180525,0.8533442545522643,52,438
gpt-4o-mini,lex_fewshot,1.7215716868427777,0.5924493801859825,1.242049343493066,52,0.1881755376811289,0.07422751754794232,52,0.06937732002158653,0.18295053951403464,1.3203615358191918,0.915631386519577,1.1179964611693844,0.007804258673003717,0.11019215603052292,52,1768
gpt-4o-mini,persona_only,1.0919446538744573,0.06224780438799435,0.04499396282003501,51,0.12327007320397815,-0.004210526990058788,51,0.8402522828455324,0.8311897412965743,1.3372453410665894,0.4744677038113572,0.9058565224389733,0.28743948605686087,0.5034018573398388,51,52
qwen3-32b,persona_liwc,1.9226706362457027,0.45703952885836857,1.3041342191231897,52,0.20946079296329884,0.12302174798721685,52,0.815078319414594,0.6577160428979464,0.8160988942543975,0.5947638992386014,0.7054313967464995,0.37014761828414217,0.42757747627328363,52,1005
deepseek-v3,lex_fewshot,3.2169695353963284,0.6803407648657654,2.0097137251486688,49,0.032393247945643584,-0.017053437059773142,49,-0.158027984361373,0.3072189529385554,0.8539783037698527,0.800554286848531,0.8272662953091918,-0.03299623975895813,0.200456461633056,49,729
gpt-4o-mini,persona_liwc,1.1751559776712635,0.45054165235495464,0.7110634462814871,53,0.3244998766699126,0.20007667192846176,53,0.7385261071114511,0.6731087701857214,1.3446316304385522,0.4791498766293783,0.9118907535339652,0.26042502432418946,0.5462725189834408,53,1762
deepseek-v3,persona_only,1.308024716812051,-0.05543216603015277,-0.06346642443506383,49,0.41828418143854995,-0.2985501887577574,49,0.824500271234163,0.8710064682700261,0.6516379637427281,0.40638431725138996,0.529011140497059,0.5579030050510093,0.818304444242278,49,381
gpt-4o-mini,lex_fewshot,1.7106557876717803,0.6028424733676105,1.2986636644769938,49,0.02400287121502425,0.018274632294168466,49,-0.11660317669081419,-0.05384910040052636,1.34592530161435,0.9318448588284677,1.1388850802214088,-0.010595569387864342,-0.0219389364453337,49,242
deepseek-v3,persona_liwc,2.747125684182704,0.6263930538836247,1.8850849321292302,52,0.2546674910853661,-0.049839851752163294,52,0.7614419362221336,0.7872308727378152,0.620786428934574,0.3941065275458611,0.5074464782402176,0.4152875075544122,0.7156852668863813,52,1515
qwen3-32b,persona_only,1.1710038420451643,0.08008029944774733,0.0649844074864756,48,0.13684497968842618,0.4517531971433408,48,0.8408696099233619,0.8296341257742835,0.9191770620665752,0.4297790805379506,0.6744780713022629,0.38313747969834633,0.5719772358342322,48,681
gpt-4o-mini,liwc_only,1.7117660774396504,0.5741315189501855,1.0483315946743041,45,0.26449171133852206,0.311084816932833,45,-0.30039904503883796,-0.04105658964420096,1.2629103433782622,0.8912070811287607,1.0770587122535114,-0.050253059668818365,0.012725425692004032,45,84
deepseek-v3,persona_liwc,2.6213941684362996,0.5562691332059688,1.8869764813203247,45,0.19324438017556608,-0.014366207408438142,45,0.7447096310075453,0.8299660565932475,0.6142040056974022,0.40100132966585683,0.5076026676816295,0.41587810277141957,0.706615222435363,45,142
qwen3-32b,persona_only,1.1326197446979198,0.10717746094096561,0.1377260051828289,54,0.11933640396746556,0.34209329031355373,54,0.8630301656859329,0.8278217740880599,0.8593535080429928,0.42930558385998113,0.644329545951487,0.3914077989794039,0.5642581315798855,54,1266
gpt-4o-mini,lex_fewshot,1.6725475479843912,0.5808706508700058,1.021202972325621,54,-0.1488079776955541,0.07484510838852286,54,0.10305835172925076,0.1798054919908467,1.3192339944879525,0.9638047726391195,1.141519383563536,0.009329497625708297,0.06917705192007856,54,1102
deepseek-v3,persona_liwc,2.7677219753825564,0.6358631142704299,1.7886175285648336,53,0.28615254690385866,0.011537144715530837,53,0.8378708223311693,0.8120386637660142,0.5484219205721658,0.4245315838211553,0.48647675219666053,0.4523683926263239,0.7152627340368589,53,1042
deepseek-v3,lex_fewshot,2.970388087838248,0.6695343130094136,2.32888197602798,54,-0.0028229199567061927,-0.18181474837376152,54,-0.01938820398569744,0.2759094435748307,0.7376934198276378,0.7854711886249333,0.7615823042262855,-0.00756509857038904,0.17517116371944186,54,560
gpt-4o-mini,lex_fewshot,1.7288390246031642,0.6023805138482259,1.210112167917504,51,0.0584559790705081,0.2226498253178484,51,0.22244891473314202,0.2005661873461932,1.290098709649442,0.8219966230751032,1.0560476663622727,0.027352366823322934,0.1218338503564778,51,1410
gpt-4o-mini,liwc_only,1.7845440294133188,0.5890875128818165,1.2339423719470428,58,0.14059233322606243,0.18117750634642563,58,-0.16519569384973093,0.12245966257806959,1.2285842063948056,0.8451461724119699,1.0368651894033878,-0.023145313986395976,0.08409644319888962,58,1767
gpt-4o-mini,liwc_only,1.8678694633261796,0.5664815471704209,1.1475932967784128,51,0.18668784020736243,0.15013698953835022,51,-0.17032371728884801,-0.0264695248866517,1.415586974764843,0.8733255217012431,1.1444562482330431,-0.03044171299259301,0.013303357746305854,51,1460
qwen3-32b,persona_only,1.177901558844559,0.10135609129074002,0.12857866361327186,47,0.12596561054105512,0.4832851650162463,47,0.8733752226513732,0.8585318153338088,0.9315028989664075,0.43904778825789176,0.6852753436121496,0.4157755915861162,0.5750459838311731,47,549
qwen3-32b,lex_fewshot,2.290074280089586,0.5568903854494117,1.7709901534128016,53,0.17424295461394304,-0.09102825891499335,53,-0.2011631200778799,0.20472012206997056,0.9981485675128918,0.9250472444765365,0.9615979059947142,-0.045489733509019206,0.07710366503576097,53,1031
